=== RUN   TestLLM_StalePhaseImplApprove
    scenario_contract_hardening_test.go:31:   [97] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:31:   [98] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [99] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [100] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [101] bd list --type=epic --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:31:   [102] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [103] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [104] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [105] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [106] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [107] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [108] git rev-parse --git-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [109] git add /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads/issues.jsonl (exit=1)
    scenario_contract_hardening_test.go:31:   [110] bd show repo-4o8 --json (exit=0)
    scenario_contract_hardening_test.go:31:   [111] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [112] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [113] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [114] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:31:   [115] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [116] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [117] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [118] bd list --type=epic --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:31:   [119] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [120] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [121] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [122] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [123] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [124] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [125] bd show repo-4o8 --json (exit=0)
    scenario_contract_hardening_test.go:31:   [126] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [127] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [128] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [129] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:31:   [130] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [131] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [132] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [133] bd list --parent repo-4o8 --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:31:   [134] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [135] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [136] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [137] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [138] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [139] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [140] bd show repo-4o8.1 --json (exit=0)
    scenario_contract_hardening_test.go:31:   [141] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo merge-base main spec/001-stale (exit=0)
    scenario_contract_hardening_test.go:31:   [142] git diff --name-only 6f017650acba4072c70c948e58949d3f019478f6 (exit=0)
    scenario_contract_hardening_test.go:31:   [143] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo diff --name-only 6f017650acba4072c70c948e58949d3f019478f6..spec/001-stale (exit=0)
    scenario_contract_hardening_test.go:31:   [144] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [145] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [146] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [147] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [148] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [149] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [150] bd close repo-4o8 (exit=0)
    scenario_contract_hardening_test.go:31:   [151] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [152] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [153] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [154] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [155] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [156] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [157] bd show repo-4o8 --json (exit=0)
    scenario_contract_hardening_test.go:31:   [158] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [159] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [160] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [161] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [162] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [163] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [164] bd update repo-4o8 --metadata {"mindspec_done":true,"mindspec_phase":"done","spec_num":1,"spec_title":"stale"} (exit=0)
    scenario_contract_hardening_test.go:31:   [165] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-list --count main..spec/001-stale (exit=0)
    scenario_contract_hardening_test.go:31:   [166] git rev-parse --verify refs/heads/spec/001-stale (exit=0)
    scenario_contract_hardening_test.go:31:   [167] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [168] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [169] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [170] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [171] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [172] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [173] bd export -o .beads/issues.jsonl (exit=0)
    scenario_contract_hardening_test.go:31:   [174] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.worktrees/worktree-spec-001-stale status --porcelain (exit=0)
    scenario_contract_hardening_test.go:31:   [175] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [176] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [177] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [178] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [179] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [180] git worktree list --porcelain (exit=0)
    scenario_contract_hardening_test.go:31:   [181] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [182] bd worktree list --json (exit=0)
    scenario_contract_hardening_test.go:31:   [183] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-list --count main..spec/001-stale (exit=0)
    scenario_contract_hardening_test.go:31:   [184] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo diff --stat main..spec/001-stale (exit=0)
    scenario_contract_hardening_test.go:31:   [185] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [186] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [187] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [188] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [189] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [190] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [191] git worktree list --porcelain (exit=0)
    scenario_contract_hardening_test.go:31:   [192] git remote (exit=0)
    scenario_contract_hardening_test.go:31:   [193] bd worktree list --json (exit=0)
    scenario_contract_hardening_test.go:31:   [194] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [195] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [196] git config user.name (exit=0)
    scenario_contract_hardening_test.go:31:   [197] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:31:   [198] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_StalePhaseImplApprove952376793/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:31:   [199] git worktree list --porcelain (exit=0)
