=== RUN   TestLLM_PrecommitReexportComplete
    scenario_contract_hardening_test.go:39:   [60] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [61] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [62] bd show repo-0wz.1 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [63] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [64] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [65] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [66] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [67] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [68] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [69] bd show repo-0wz --json (exit=0)
    scenario_contract_hardening_test.go:39:   [70] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [71] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [72] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [73] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [74] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [75] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [76] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [77] bd list --parent repo-0wz --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [78] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [79] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [80] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [81] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [82] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [83] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [84] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [85] bd list --type=epic --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [86] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [87] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [88] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [89] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [90] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [91] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [92] bd show repo-0wz --json (exit=0)
    scenario_contract_hardening_test.go:39:   [93] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [94] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [95] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [96] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [97] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [98] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [99] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [100] bd list --parent repo-0wz --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [101] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [102] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [103] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [104] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [105] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [106] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [107] bd show repo-0wz.1 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [108] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [109] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [110] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [111] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [112] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [113] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [114] bd show repo-0wz --json (exit=0)
    scenario_contract_hardening_test.go:39:   [115] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [116] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [117] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [118] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [119] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [120] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [121] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [122] bd list --parent repo-0wz --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [123] mindspec state show (exit=0)
    scenario_contract_hardening_test.go:39:   [124] git rev-parse --git-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [125] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [126] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [127] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [128] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [129] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [130] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [131] bd show repo-0wz.1 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [132] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [133] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [134] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [135] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [136] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [137] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [138] bd show repo-0wz --json (exit=0)
    scenario_contract_hardening_test.go:39:   [139] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [140] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [141] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [142] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [143] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [144] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [145] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [146] bd list --parent repo-0wz --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [147] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [148] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [149] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [150] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [151] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [152] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [153] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [154] bd list --type=epic --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [155] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [156] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [157] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [158] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [159] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [160] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [161] bd show repo-0wz --json (exit=0)
    scenario_contract_hardening_test.go:39:   [162] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [163] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [164] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [165] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [166] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [167] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [168] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [169] bd list --parent repo-0wz --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [170] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [171] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [172] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [173] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [174] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [175] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [176] bd show repo-0wz --json (exit=0)
    scenario_contract_hardening_test.go:39:   [177] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [178] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [179] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [180] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [181] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [182] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [183] bd update repo-0wz --metadata {"mindspec_migrated_at":"2026-06-11T15:01:31.368682Z","mindspec_phase":"implement","spec_num":1,"spec_title":"reexport"} (exit=0)
    scenario_contract_hardening_test.go:39:   [184] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [185] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [186] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [187] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [188] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [189] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [190] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [191] bd list --type=epic --status=open,in_progress,closed -n 0 --json (exit=0)
    scenario_contract_hardening_test.go:39:   [192] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [193] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [194] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [195] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [196] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [197] git remote (exit=0)
    scenario_contract_hardening_test.go:39:   [198] bd show repo-0wz --json (exit=0)
    scenario_contract_hardening_test.go:39:   [199] git rev-parse --git-dir --git-common-dir --show-toplevel (exit=0)
    scenario_contract_hardening_test.go:39:   [200] git -C /var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo rev-parse --git-dir --git-common-dir (exit=0)
    scenario_contract_hardening_test.go:39:   [201] git config user.name (exit=0)
    scenario_contract_hardening_test.go:39:   [202] git config --get beads.role (exit=0)
    scenario_contract_hardening_test.go:39:   [203] git -C /private/var/folders/cw/tdy8s59d077dyky0b0qk9pxc0000gq/T/TestLLM_PrecommitReexportComplete3284127114/001/repo/.beads rev-parse --git-common-dir (exit=0)
